fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
GRANTS,GA20,Epidemiology & Laboratory Capacity For Prevention,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0005,Salaries and Wages - on Payroll,464387
GRANTS,GA20,Epidemiology & Laboratory Capacity For Prevention,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0015,Schedule Salary Adjustments,6188
GRANTS,GA20,Epidemiology & Laboratory Capacity For Prevention,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0044,Fringe Benefits,314648
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0015,Schedule Salary Adjustments,28425
GRANTS,GA20,Epidemiology & Laboratory Capacity For Prevention,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,2384777
GRANTS,GA21,Epidemiology & Laboratory Capacity For Prevention,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1309000
GRANTS,GA22,Epidemiology & Laboratory Capacity For Prevention,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1200000
GRANTS,GA23,Immunization And Vaccines For Children,41,Chicago Department of Public Health,2820,Vaccine Preventable Diseases,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1123000
GRANTS,GA24,Epidemiology & Laboratory Capacity For Prevention,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1887000
GRANTS,GA30,Sexually Transmitted Disease Prevention,41,Chicago Department of Public Health,2814,Sexually Transmitted Disease Prevention,0135,For Delegate Agencies,3373000
GRANTS,GA31,Sexually Transmitted Disease Prevention,41,Chicago Department of Public Health,2814,Sexually Transmitted Disease Prevention,0135,For Delegate Agencies,3421000
GRANTS,GA32,Building Epidemiology and Health IT Capacity,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,45000
GRANTS,GA33,Strengthening Health Infrastructure  Workforce  and Data Systems,41,Chicago Department of Public Health,282G,US Public Health Pathogens Genomics Centers of Excellence,0005,Salaries and Wages - on Payroll,3454278
GRANTS,GA33,Strengthening Health Infrastructure  Workforce  and Data Systems,41,Chicago Department of Public Health,282G,US Public Health Pathogens Genomics Centers of Excellence,0015,Schedule Salary Adjustments,12336
GRANTS,GA33,Strengthening Health Infrastructure  Workforce  and Data Systems,41,Chicago Department of Public Health,282G,US Public Health Pathogens Genomics Centers of Excellence,0044,Fringe Benefits,2552510
GRANTS,GA33,Strengthening Health Infrastructure  Workforce  and Data Systems,41,Chicago Department of Public Health,282G,US Public Health Pathogens Genomics Centers of Excellence,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,21086876
GRANTS,GA34,Epidemiology & Laboratory Capacity For Prevention,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,260000
GRANTS,GA35,Epidemiology & Laboratory Capacity For Prevention,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,175000
GRANTS,GA38,Strengthening Health Infrastructure  Workforce  and Data Systems,41,Chicago Department of Public Health,282G,US Public Health Pathogens Genomics Centers of Excellence,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,2646912
GRANTS,GA39,Strengthening Health Infrastructure  Workforce  and Data Systems,41,Chicago Department of Public Health,282G,US Public Health Pathogens Genomics Centers of Excellence,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1902829
GRANTS,GA40,Building Epidemiology and Health IT Capacity,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,3668231
GRANTS,GA41,Building Epidemiology and Health IT Capacity,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,2140000
GRANTS,GA42,Building Epidemiology and Health IT Capacity,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,2162000
GRANTS,GA43,Building Epidemiology and Health IT Capacity,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,2129948
GRANTS,GA48,Building Epidemiology and Health IT Capacity,41,Chicago Department of Public Health,2710,Building Epidemiology and Health IT Capacity,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,50000
GRANTS,0833,MOPD Private Funded Programs,48,Mayor's Office for People with Disabilities,2819,MOPD - Private Grants,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,191000
GRANTS,0833,MOPD Private Funded Programs,48,Mayor's Office for People with Disabilities,2820,Empowered Cities Initiative,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,81000
GRANTS,0J87,CHA Home Modification Program,48,Mayor's Office for People with Disabilities,2818,CHA Home Modification Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,82000
GRANTS,0W78,RTA - ADA Certification Appeals,48,Mayor's Office for People with Disabilities,2832,RTA - ADA Certification Appeals Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,13000
GRANTS,G338,Substance Use Prevention Program for the Deaf and Hard of Hearing,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0006,Salary Provision,196032
GRANTS,G467,Training and Services to End Violence Against Women with Disabilities,48,Mayor's Office for People with Disabilities,280A,Violence Against Women Domestic Violence,0005,Salaries and Wages - on Payroll,57508
GRANTS,G532,Body-Worn Camera Policy & Implementation,57,Chicago Police Department,280H,Body Worn Cameras,0006,Salary Provision,850000
GRANTS,G467,Training and Services to End Violence Against Women with Disabilities,48,Mayor's Office for People with Disabilities,280A,Violence Against Women Domestic Violence,0006,Salary Provision,10148
GRANTS,G467,Training and Services to End Violence Against Women with Disabilities,48,Mayor's Office for People with Disabilities,280A,Violence Against Women Domestic Violence,0015,Schedule Salary Adjustments,1512
GRANTS,G467,Training and Services to End Violence Against Women with Disabilities,48,Mayor's Office for People with Disabilities,280A,Violence Against Women Domestic Violence,0044,Fringe Benefits,42495
GRANTS,G467,Training and Services to End Violence Against Women with Disabilities,48,Mayor's Office for People with Disabilities,280A,Violence Against Women Domestic Violence,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,313337
GRANTS,G498,Disabled Survivors of Gun and Community Violence Assistance Program,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,0005,Salaries and Wages - on Payroll,57508
GRANTS,G498,Disabled Survivors of Gun and Community Violence Assistance Program,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,0006,Salary Provision,10148
GRANTS,G498,Disabled Survivors of Gun and Community Violence Assistance Program,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,0015,Schedule Salary Adjustments,1512
GRANTS,G498,Disabled Survivors of Gun and Community Violence Assistance Program,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,0044,Fringe Benefits,42495
GRANTS,G498,Disabled Survivors of Gun and Community Violence Assistance Program,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,238337
GRANTS,G528,Substance Use Prevention Program for the Deaf and Hard of Hearing,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,40000
GRANTS,G529,Substance Use Prevention Program for the Deaf and Hard of Hearing,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0005,Salaries and Wages - on Payroll,105469
GRANTS,G529,Substance Use Prevention Program for the Deaf and Hard of Hearing,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0015,Schedule Salary Adjustments,398
GRANTS,G529,Substance Use Prevention Program for the Deaf and Hard of Hearing,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0044,Fringe Benefits,85133
GRANTS,G583,CHA Home Modification Program,48,Mayor's Office for People with Disabilities,2818,CHA Home Modification Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,92000
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,48,Mayor's Office for People with Disabilities,290H,ARP Fiscal Recovery,0006,Salary Provision,48878
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,48,Mayor's Office for People with Disabilities,290H,ARP Fiscal Recovery,0135,For Delegate Agencies,4925000
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,48,Mayor's Office for People with Disabilities,290H,ARP Fiscal Recovery,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,25562
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,48,Mayor's Office for People with Disabilities,290H,ARP Fiscal Recovery,0270,Local Transportation,60
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,48,Mayor's Office for People with Disabilities,290H,ARP Fiscal Recovery,0340,Material and Supplies,500
GRANTS,005C,Community Development Block Grant - CARES ACT,50,Department of Family and Support Services,2981,Domestic Violence Hotline,0135,For Delegate Agencies,12000
GRANTS,005C,Community Development Block Grant - CARES ACT,50,Department of Family and Support Services,2985,Homeless Shelter,0135,For Delegate Agencies,1100000
GRANTS,005C,Community Development Block Grant - CARES ACT,50,Department of Family and Support Services,2987,Workforce Services,0135,For Delegate Agencies,554000
GRANTS,009C,Emergency Solutions,50,Department of Family and Support Services,2944,Emergency Solutions,0135,For Delegate Agencies,700000
GRANTS,0168,Winter Shelter for the Homeless,50,Department of Family and Support Services,2822,Warming Center Program - Service Tax Trust Fund,0135,For Delegate Agencies,35000
GRANTS,033C,Community Development Block Grant - CARES Act,50,Department of Family and Support Services,280C,Youth Services,0135,For Delegate Agencies,100000
GRANTS,033C,Community Development Block Grant - CARES Act,50,Department of Family and Support Services,2827,Services to Victims of Domestic Violence,0135,For Delegate Agencies,880000
GRANTS,033C,Community Development Block Grant - CARES Act,50,Department of Family and Support Services,2987,Workforce Services,0135,For Delegate Agencies,578000
GRANTS,0L26,Assistance Grants for Victims of Human Trafficking,50,Department of Family and Support Services,2966,Assistance for Victims of Human Trafficking,0135,For Delegate Agencies,375000
GRANTS,0W33,Assistance Grants for Victims of Human Trafficking,50,Department of Family and Support Services,2966,Assistance for Victims of Human Trafficking,0135,For Delegate Agencies,82000
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0005,Salaries and Wages - on Payroll,4509531
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0006,Salary Provision,24621541
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0044,Fringe Benefits,2973503
GRANTS,G004,Head Start and Early Head Start,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0135,For Delegate Agencies,91405000
GRANTS,G127,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,8000000
GRANTS,G303,Chicago Domestic Violence Help Line,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,276000
GRANTS,G334,Juvenile Justice System Girls Empowerment And Motivation Series,50,Department of Family and Support Services,280F,Reducing Risk for Girls in the Juvenile Justice System,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,371000
GRANTS,G343,Senior Medicare Patrol,50,Department of Family and Support Services,2945,Senior Medicare Patrol,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,26000
GRANTS,G344,Long Term Care Ombudsman,50,Department of Family and Support Services,2836,Long Term Care Ombudsman Program - CMP,0005,Salaries and Wages - on Payroll,90660
GRANTS,G344,Long Term Care Ombudsman,50,Department of Family and Support Services,2836,Long Term Care Ombudsman Program - CMP,0006,Salary Provision,202340
GRANTS,G345,Medicare Improvements For Patients And Providers,50,Department of Family and Support Services,2937,Medicare Improvements for Patients and Providers Act,0006,Salary Provision,147000
GRANTS,G345,Medicare Improvements For Patients And Providers,50,Department of Family and Support Services,2937,Medicare Improvements for Patients and Providers Act,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,147000
GRANTS,G346,Senior Benefits Access Application Program,50,Department of Family and Support Services,2977,Senior Benefits Access Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,200000
GRANTS,G347,Longterm Care System Development,50,Department of Family and Support Services,2820,Long Term Care System Development,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,62000
GRANTS,G348,Senior Health Assistance Program,50,Department of Family and Support Services,2946,Senior Health Assistance Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,334000
GRANTS,G349,Elder Abuse And Neglect,50,Department of Family and Support Services,2846,Elder Abuse and Neglect,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,62000
GRANTS,G351,Area Plan On Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0005,Salaries and Wages - on Payroll,6934270
GRANTS,G351,Area Plan On Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0015,Schedule Salary Adjustments,65880
GRANTS,G351,Area Plan On Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0044,Fringe Benefits,4527407
GRANTS,G351,Area Plan On Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,2738443
GRANTS,G356,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0135,For Delegate Agencies,7816000
GRANTS,G357,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0135,For Delegate Agencies,101125000
GRANTS,G359,Chicago Domestic Violence Help Line,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,357000
GRANTS,G360,Chicago Domestic Violence Help Line,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,455000
GRANTS,G361,Emergency And Transition Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,11800000
GRANTS,G363,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0135,For Delegate Agencies,4441000
GRANTS,G365,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0005,Salaries and Wages - on Payroll,346464
GRANTS,G365,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0015,Schedule Salary Adjustments,3333
GRANTS,G365,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0044,Fringe Benefits,224345
GRANTS,G365,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0135,For Delegate Agencies,1390658
GRANTS,G365,CHA Family Supportive Services,50,Department of Family and Support Services,2896,CHA Family Supportive Services,0801,Indirect Costs,189200
GRANTS,G366,Area Plan On Aging-State,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,16639000
GRANTS,G368,Senior Companion Project-State Match,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,41000
GRANTS,G369,Senior Companion Project-City Match,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,357000
GRANTS,G584,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0044,Fringe Benefits,3166002
GRANTS,G369,Senior Companion Project-City Match,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,139000
GRANTS,G370,State Foster Grandparents,50,Department of Family and Support Services,2818,State Foster Grandparents,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,59000
GRANTS,G371,Foster Grandparents-City Match,50,Department of Family and Support Services,2815,Foster Grandparents,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,245000
GRANTS,G372,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0135,For Delegate Agencies,894000
GRANTS,G373,Area Plan On Aging-City Match,50,Department of Family and Support Services,2904,Area Plan on Aging,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,186000
GRANTS,G374,Area Plan On Aging-Program Income,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,150000
GRANTS,G453,Early Head Start -Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0006,Salary Provision,17500000
GRANTS,G453,Early Head Start -Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,3104000
GRANTS,G482,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,537000
GRANTS,G483,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0135,For Delegate Agencies,179000
GRANTS,G484,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0091,Uniform Allowance,509000
GRANTS,G485,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0135,For Delegate Agencies,170000
GRANTS,G486,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,211000
GRANTS,G487,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,71000
GRANTS,G495,Transit and Homelessness Support,50,Department of Family and Support Services,2829,Benefits Check-Up Demonstration,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1869000
GRANTS,G512,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,537000
GRANTS,G513,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,179000
GRANTS,G515,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,211000
GRANTS,G516,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,71000
GRANTS,G517,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0091,Uniform Allowance,509000
GRANTS,G518,Title XX Donated Funds,50,Department of Family and Support Services,2873,Title XX Donated Funds,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,170000
GRANTS,G578,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0005,Salaries and Wages - on Payroll,444962
GRANTS,G578,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0015,Schedule Salary Adjustments,10108
GRANTS,G578,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0044,Fringe Benefits,288124
GRANTS,G578,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0135,For Delegate Agencies,5751906
GRANTS,G578,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,229687
GRANTS,G578,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0270,Local Transportation,800
GRANTS,G578,Emergency Solution,50,Department of Family and Support Services,2944,Emergency Solutions,0340,Material and Supplies,7413
GRANTS,G579,Chicago Domestic Violence Help Line,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,455000
GRANTS,G580,Chicago Domestic Violence Help Line,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,357000
GRANTS,G583,CHA Home Modification Program,50,Department of Family and Support Services,2923,Chicago Domestic Violence Help Line,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,450000
GRANTS,G584,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0005,Salaries and Wages - on Payroll,4862356
GRANTS,G584,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0015,Schedule Salary Adjustments,44402
GRANTS,G584,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0125,Office and Building Services,33926
GRANTS,G584,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0135,For Delegate Agencies,4815161
GRANTS,G584,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,40774
GRANTS,G584,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0155,Rental of Property,53570
GRANTS,G584,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0159,Lease Purchase Agreements for Equipment and Machinery,20892
GRANTS,G584,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0190,Telephone - Centrex Billings,53570
GRANTS,G584,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0340,Material and Supplies,10500
GRANTS,G584,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0350,Stationery and Office Supplies,3285
GRANTS,G584,Community Services Block Grant,50,Department of Family and Support Services,2805,Community Services Block Grant,0801,Indirect Costs,695562
GRANTS,G585,Emergency And Transition Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0005,Salaries and Wages - on Payroll,216935
GRANTS,G585,Emergency And Transition Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0006,Salary Provision,6709
GRANTS,G585,Emergency And Transition Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0044,Fringe Benefits,140471
GRANTS,G585,Emergency And Transition Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0135,For Delegate Agencies,13113759
GRANTS,G585,Emergency And Transition Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,15008
GRANTS,G585,Emergency And Transition Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0190,Telephone - Centrex Billings,4359
GRANTS,G585,Emergency And Transition Housing,50,Department of Family and Support Services,2942,Emergency and Transitional Housing,0801,Indirect Costs,102759
GRANTS,G595,Area Plan On Aging-Program Income,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,150000
GRANTS,G596,Area Plan On Aging-City Match,50,Department of Family and Support Services,2904,Area Plan on Aging,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,189000
GRANTS,G597,Area Plan On Aging-State,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,17000000
GRANTS,G598,Senior Health Assistance Program,50,Department of Family and Support Services,2946,Senior Health Assistance Program,0005,Salaries and Wages - on Payroll,172877
GRANTS,G598,Senior Health Assistance Program,50,Department of Family and Support Services,2946,Senior Health Assistance Program,0006,Salary Provision,54180
GRANTS,G598,Senior Health Assistance Program,50,Department of Family and Support Services,2946,Senior Health Assistance Program,0044,Fringe Benefits,111943
GRANTS,G599,Senior Benefits Access Program,50,Department of Family and Support Services,2977,Senior Benefits Access Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,238000
GRANTS,G601,Elder Abuse and Neglect,50,Department of Family and Support Services,2846,Elder Abuse and Neglect,0006,Salary Provision,61542
GRANTS,G601,Elder Abuse and Neglect,50,Department of Family and Support Services,2846,Elder Abuse and Neglect,0801,Indirect Costs,6458
GRANTS,G605,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0005,Salaries and Wages - on Payroll,135362
GRANTS,G605,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0044,Fringe Benefits,87650
GRANTS,G605,Foster Grandparents,50,Department of Family and Support Services,2815,Foster Grandparents,0135,For Delegate Agencies,441988
GRANTS,G607,Foster Grandparents-City Match,50,Department of Family and Support Services,2815,Foster Grandparents,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,245000
GRANTS,G608,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0005,Salaries and Wages - on Payroll,99394
GRANTS,G608,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0044,Fringe Benefits,64360
GRANTS,G608,Senior Companion Project,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,211246
GRANTS,G611,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0005,Salaries and Wages - on Payroll,1333729
GRANTS,G611,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0015,Schedule Salary Adjustments,8246
GRANTS,G611,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0044,Fringe Benefits,884430
GRANTS,G611,Early Childhood Block Grant,50,Department of Family and Support Services,2962,Early Childhood Block Grant,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,98898595
GRANTS,G613,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0005,Salaries and Wages - on Payroll,772072
GRANTS,G613,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0015,Schedule Salary Adjustments,2546
GRANTS,G613,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0044,Fringe Benefits,508867
GRANTS,G613,Child Care Services,50,Department of Family and Support Services,2943,Child Care Services,0135,For Delegate Agencies,9716515
GRANTS,G614,Early Head Start Expansion,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,4540000
GRANTS,G615,Early Head Start -Child Care Partnership,50,Department of Family and Support Services,2860,Head Start and Early Head Start,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,19000000
GRANTS,G671,Senior Medicare Patrol,50,Department of Family and Support Services,2945,Senior Medicare Patrol,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,26000
GRANTS,G672,State Foster Grandparents,50,Department of Family and Support Services,2818,State Foster Grandparents,0135,For Delegate Agencies,65000
GRANTS,G673,Senior Companion Project-City Match,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,139000
GRANTS,G674,Senior Companion Project-State Match,50,Department of Family and Support Services,2868,Senior Companion Project - Action,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,55000
GRANTS,G675,Long Term Care Provider Fund,50,Department of Family and Support Services,2820,Long Term Care System Development,0005,Salaries and Wages - on Payroll,134580
GRANTS,G675,Long Term Care Provider Fund,50,Department of Family and Support Services,2820,Long Term Care System Development,0015,Schedule Salary Adjustments,1193
GRANTS,G675,Long Term Care Provider Fund,50,Department of Family and Support Services,2820,Long Term Care System Development,0044,Fringe Benefits,84530
GRANTS,G675,Long Term Care Provider Fund,50,Department of Family and Support Services,2820,Long Term Care System Development,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,174697
GRANTS,G691,Area Plan on Aging,50,Department of Family and Support Services,2904,Area Plan on Aging,0135,For Delegate Agencies,14800000
GRANTS,G692,Transit and Homelessness Support,50,Department of Family and Support Services,280P,Transit and Homelessness Support,0135,For Delegate Agencies,2000000
