fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2808,Women Infants and Children Nutrition,0005,Salaries and Wages - on Payroll,2034805
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2808,Women Infants and Children Nutrition,0015,Schedule Salary Adjustments,18267
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2808,Women Infants and Children Nutrition,0044,Fringe Benefits,1277521
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2808,Women Infants and Children Nutrition,0135,For Delegate Agencies,665000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2808,Women Infants and Children Nutrition,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1669407
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2808,Women Infants and Children Nutrition,909A,Reserve Balance,6206000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280L,Lead Poisoning Surveillance,0005,Salaries and Wages - on Payroll,112163
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280L,Lead Poisoning Surveillance,0006,Salary Provision,3368
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280L,Lead Poisoning Surveillance,0044,Fringe Benefits,66847
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280L,Lead Poisoning Surveillance,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,182622
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280L,Lead Poisoning Surveillance,0801,Indirect Costs,85000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280L,Lead Poisoning Surveillance,909A,Reserve Balance,722000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280R,C3 Clinical and Translation Research,0005,Salaries and Wages - on Payroll,75462
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280R,C3 Clinical and Translation Research,0006,Salary Provision,7676
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280R,C3 Clinical and Translation Research,0015,Schedule Salary Adjustments,1888
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280R,C3 Clinical and Translation Research,0044,Fringe Benefits,44974
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280R,C3 Clinical and Translation Research,909A,Reserve Balance,65000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280Y,HIV Surveillance and Prevention,0005,Salaries and Wages - on Payroll,4091530
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280Y,HIV Surveillance and Prevention,0006,Salary Provision,933142
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280Y,HIV Surveillance and Prevention,0015,Schedule Salary Adjustments,28788
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280Y,HIV Surveillance and Prevention,0020,Overtime,6858
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280Y,HIV Surveillance and Prevention,0044,Fringe Benefits,2508682
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280Y,HIV Surveillance and Prevention,0135,For Delegate Agencies,500000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280Y,HIV Surveillance and Prevention,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1000000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280Y,HIV Surveillance and Prevention,0801,Indirect Costs,431000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,280Y,HIV Surveillance and Prevention,909A,Reserve Balance,24389000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2814,Sexually Transmitted Disease Prevention,0005,Salaries and Wages - on Payroll,1197099
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2814,Sexually Transmitted Disease Prevention,0015,Schedule Salary Adjustments,3612
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2814,Sexually Transmitted Disease Prevention,0044,Fringe Benefits,760802
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2814,Sexually Transmitted Disease Prevention,909A,Reserve Balance,948487
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281D,Injury Prevention and Control Research,0005,Salaries and Wages - on Payroll,294597
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281D,Injury Prevention and Control Research,0015,Schedule Salary Adjustments,2226
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281D,Injury Prevention and Control Research,0044,Fringe Benefits,180804
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281D,Injury Prevention and Control Research,0135,For Delegate Agencies,814373
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281D,Injury Prevention and Control Research,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,2000000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281D,Injury Prevention and Control Research,0801,Indirect Costs,208000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281D,Injury Prevention and Control Research,909A,Reserve Balance,5458000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281F,Anadarko / Streeterville Removal,0005,Salaries and Wages - on Payroll,110778
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281F,Anadarko / Streeterville Removal,0015,Schedule Salary Adjustments,848
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281F,Anadarko / Streeterville Removal,0044,Fringe Benefits,66021
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281F,Anadarko / Streeterville Removal,909A,Reserve Balance,1564353
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281T,Ending HIV Epidemic -Ryan White,0005,Salaries and Wages - on Payroll,1164929
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281T,Ending HIV Epidemic -Ryan White,0015,Schedule Salary Adjustments,15834
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281T,Ending HIV Epidemic -Ryan White,0044,Fringe Benefits,709967
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281T,Ending HIV Epidemic -Ryan White,0135,For Delegate Agencies,1288757
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281T,Ending HIV Epidemic -Ryan White,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1319413
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281T,Ending HIV Epidemic -Ryan White,0270,Local Transportation,18800
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281T,Ending HIV Epidemic -Ryan White,0340,Material and Supplies,9700
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281T,Ending HIV Epidemic -Ryan White,0801,Indirect Costs,162000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281T,Ending HIV Epidemic -Ryan White,0999,To Provide for Cultural Programming and Development Grants,10600
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,281T,Ending HIV Epidemic -Ryan White,909A,Reserve Balance,7614000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2820,Vaccine Preventable Diseases,0005,Salaries and Wages - on Payroll,3939508
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2820,Vaccine Preventable Diseases,0006,Salary Provision,-481825
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2820,Vaccine Preventable Diseases,0015,Schedule Salary Adjustments,46230
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2820,Vaccine Preventable Diseases,0044,Fringe Benefits,2375159
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2820,Vaccine Preventable Diseases,909A,Reserve Balance,5754000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2824,Tuberculosis Control,0005,Salaries and Wages - on Payroll,432567
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2824,Tuberculosis Control,0015,Schedule Salary Adjustments,2094
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2824,Tuberculosis Control,0044,Fringe Benefits,263876
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2824,Tuberculosis Control,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,175463
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2824,Tuberculosis Control,0270,Local Transportation,20000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2824,Tuberculosis Control,0340,Material and Supplies,15000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2824,Tuberculosis Control,0999,To Provide for Cultural Programming and Development Grants,91000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2824,Tuberculosis Control,909A,Reserve Balance,874000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2829,Emergency Preparedness,0005,Salaries and Wages - on Payroll,3210757
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2829,Emergency Preparedness,0015,Schedule Salary Adjustments,29263
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2829,Emergency Preparedness,0044,Fringe Benefits,1943832
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2829,Emergency Preparedness,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,2225314
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2829,Emergency Preparedness,0801,Indirect Costs,3090834
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2829,Emergency Preparedness,909A,Reserve Balance,14949000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282M,Reducing the Burden of Tobacco Products,0005,Salaries and Wages - on Payroll,92247
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282M,Reducing the Burden of Tobacco Products,0044,Fringe Benefits,54977
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282M,Reducing the Burden of Tobacco Products,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,201876
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282M,Reducing the Burden of Tobacco Products,0801,Indirect Costs,25900
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282M,Reducing the Burden of Tobacco Products,909A,Reserve Balance,748000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282N,Strengthening Public Health Infrastructure,0005,Salaries and Wages - on Payroll,316747
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282N,Strengthening Public Health Infrastructure,0044,Fringe Benefits,188775
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282N,Strengthening Public Health Infrastructure,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,3500000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282N,Strengthening Public Health Infrastructure,909A,Reserve Balance,2129478
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282Q,Social Services Block Grant,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,750000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282Q,Social Services Block Grant,909A,Reserve Balance,750000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2883,Hospital Preparedness Program (HPP),0005,Salaries and Wages - on Payroll,662630
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2883,Hospital Preparedness Program (HPP),0006,Salary Provision,1126879
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2883,Hospital Preparedness Program (HPP),0015,Schedule Salary Adjustments,10132
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2883,Hospital Preparedness Program (HPP),0044,Fringe Benefits,401102
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2883,Hospital Preparedness Program (HPP),0135,For Delegate Agencies,396257
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2883,Hospital Preparedness Program (HPP),0801,Indirect Costs,303000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2883,Hospital Preparedness Program (HPP),909A,Reserve Balance,3588000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2887,Morbidity and Risk Behavior Surveillance,0005,Salaries and Wages - on Payroll,122080
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2887,Morbidity and Risk Behavior Surveillance,0044,Fringe Benefits,72757
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2887,Morbidity and Risk Behavior Surveillance,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,382466
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2887,Morbidity and Risk Behavior Surveillance,0270,Local Transportation,2996
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2887,Morbidity and Risk Behavior Surveillance,0801,Indirect Costs,31700
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2887,Morbidity and Risk Behavior Surveillance,0999,To Provide for Cultural Programming and Development Grants,38001
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2887,Morbidity and Risk Behavior Surveillance,909A,Reserve Balance,825000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2910,Maternal and Child Health Block Grant,0005,Salaries and Wages - on Payroll,2786349
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2910,Maternal and Child Health Block Grant,0015,Schedule Salary Adjustments,37598
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2910,Maternal and Child Health Block Grant,0044,Fringe Benefits,1714341
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2910,Maternal and Child Health Block Grant,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,561712
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2910,Maternal and Child Health Block Grant,909A,Reserve Balance,6489000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2932,Housing Opportunities for People with AIDS (HOPWA),0005,Salaries and Wages - on Payroll,374573
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2932,Housing Opportunities for People with AIDS (HOPWA),0015,Schedule Salary Adjustments,396
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2932,Housing Opportunities for People with AIDS (HOPWA),0044,Fringe Benefits,229538
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2932,Housing Opportunities for People with AIDS (HOPWA),0135,For Delegate Agencies,6037347
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2932,Housing Opportunities for People with AIDS (HOPWA),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,6097746
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2932,Housing Opportunities for People with AIDS (HOPWA),0169,Technical Meeting Costs,60400
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2932,Housing Opportunities for People with AIDS (HOPWA),909A,Reserve Balance,17854000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2944,Lead Hazard Reduction,0005,Salaries and Wages - on Payroll,70946
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2944,Lead Hazard Reduction,0044,Fringe Benefits,42282
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2944,Lead Hazard Reduction,909A,Reserve Balance,6825772
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2961,HOPWA Housing and Health Study Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,1500000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2961,HOPWA Housing and Health Study Program,909A,Reserve Balance,264000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,0005,Salaries and Wages - on Payroll,90066
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,0044,Fringe Benefits,61255
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,0135,For Delegate Agencies,236375
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,500000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,0229,Transportation and Expense Allowance,1500
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,0340,Material and Supplies,300
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,0801,Indirect Costs,10504
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HIV Behavioral Surveillance,909A,Reserve Balance,591000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,0005,Salaries and Wages - on Payroll,136558
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,0044,Fringe Benefits,92875
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,303787
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,0270,Local Transportation,1780
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,0999,To Provide for Cultural Programming and Development Grants,15000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,Adult Viral Hepatitis,909A,Reserve Balance,2051000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2984,Summer Food Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,99400
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2984,Summer Food Program,0270,Local Transportation,6600
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2984,Summer Food Program,0350,Stationery and Office Supplies,44000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2984,Summer Food Program,909A,Reserve Balance,276000
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2714,Air Pollution Control Program,0005,Salaries and Wages - on Payroll,184249
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2714,Air Pollution Control Program,0044,Fringe Benefits,115039
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2714,Air Pollution Control Program,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,66287
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2714,Air Pollution Control Program,0229,Transportation and Expense Allowance,8000
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2714,Air Pollution Control Program,0340,Material and Supplies,7312
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2714,Air Pollution Control Program,0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,29113
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2714,Air Pollution Control Program,909A,Reserve Balance,813000
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,282E,Healthy Chicago 3.0,909A,Reserve Balance,65000
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,282J,Crisis Assistance Response and Engagement,909A,Reserve Balance,118000
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,282K,NFL Social Justice,909A,Reserve Balance,79000
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2884,Lead Based Paint Hazard Control (Torrens Fund),909A,Reserve Balance,315000
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2720,Underground Storage Tank Inspection,0005,Salaries and Wages - on Payroll,369347
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2720,Underground Storage Tank Inspection,0015,Schedule Salary Adjustments,2788
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2720,Underground Storage Tank Inspection,0044,Fringe Benefits,226881
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2720,Underground Storage Tank Inspection,909A,Reserve Balance,684984
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2721,Resource Conservation,0005,Salaries and Wages - on Payroll,129518
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2721,Resource Conservation,0015,Schedule Salary Adjustments,2660
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2721,Resource Conservation,0044,Fringe Benefits,77190
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2721,Resource Conservation,909A,Reserve Balance,108632
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2722,Solid Waste Management,0005,Salaries and Wages - on Payroll,62169
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2722,Solid Waste Management,0044,Fringe Benefits,42282
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2722,Solid Waste Management,0801,Indirect Costs,68549
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2722,Solid Waste Management,909A,Reserve Balance,318000
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281V,Family Connects,0005,Salaries and Wages - on Payroll,814261
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281V,Family Connects,0015,Schedule Salary Adjustments,12465
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281V,Family Connects,0044,Fringe Benefits,498348
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281V,Family Connects,909A,Reserve Balance,524926
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,282P,Comprehensive Health Protection Grant,0005,Salaries and Wages - on Payroll,3759936
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,282P,Comprehensive Health Protection Grant,0015,Schedule Salary Adjustments,15572
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,282P,Comprehensive Health Protection Grant,0044,Fringe Benefits,2255546
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,282P,Comprehensive Health Protection Grant,909A,Reserve Balance,4931758
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,Tobacco Free Communities,0005,Salaries and Wages - on Payroll,364233
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,Tobacco Free Communities,0015,Schedule Salary Adjustments,5076
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,Tobacco Free Communities,0044,Fringe Benefits,230419
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,Tobacco Free Communities,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,95157
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,Tobacco Free Communities,0801,Indirect Costs,155115
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,Tobacco Free Communities,909A,Reserve Balance,1086000
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0005,Salaries and Wages - on Payroll,5567660
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0006,Salary Provision,361216
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0015,Schedule Salary Adjustments,45084
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0044,Fringe Benefits,3473844
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0135,For Delegate Agencies,25450627
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,2645569
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0169,Technical Meeting Costs,5500
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0229,Transportation and Expense Allowance,2500
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,0350,Stationery and Office Supplies,4000
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,American Rescue Plan Fiscal Recovery,909A,Reserve Balance,30694000
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0005,Salaries and Wages - on Payroll,135373
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0015,Schedule Salary Adjustments,4260
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0044,Fringe Benefits,80680
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,4687
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,909A,Reserve Balance,218000
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2818,CHA Home Modification Program,0135,For Delegate Agencies,100000
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2818,CHA Home Modification Program,909A,Reserve Balance,100000
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,0005,Salaries and Wages - on Payroll,70946
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,0015,Schedule Salary Adjustments,984
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,0044,Fringe Benefits,42282
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2833,Disabled Survivors of Gun and Community Violence Assistance Program,909A,Reserve Balance,201788
GRANTS,925L,Local Public and Private Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,0006,Salary Provision,40000
GRANTS,925L,Local Public and Private Grant Fund,48,Mayor's Office for People with Disabilities,2805,Substance Prevention Use Deaf,909A,Reserve Balance,40000
GRANTS,925L,Local Public and Private Grant Fund,48,Mayor's Office for People with Disabilities,2819,MOPD - Private Grants,909A,Reserve Balance,183000
GRANTS,925L,Local Public and Private Grant Fund,48,Mayor's Office for People with Disabilities,2820,Empowered Cities Initiative,909A,Reserve Balance,79000
GRANTS,925L,Local Public and Private Grant Fund,48,Mayor's Office for People with Disabilities,2832,RTA - ADA Certification Appeals Program,909A,Reserve Balance,10000
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,48,Mayor's Office for People with Disabilities,290H,American Rescue Plan Fiscal Recovery,909A,Reserve Balance,4879000
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,280E,Home Investment Partnership,0005,Salaries and Wages - on Payroll,203328
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,280E,Home Investment Partnership,0015,Schedule Salary Adjustments,2779
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,280E,Home Investment Partnership,0044,Fringe Benefits,121179
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,280E,Home Investment Partnership,909A,Reserve Balance,43647714
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,2827,Services to Victims of Domestic Violence,909A,Reserve Balance,652000
