fund_type,fund_code,fund_description,department_number,department_description,appropriation_authority,appropriation_authority_description,appropriation_account,appropriation_account_description,_ordinance_amount_
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282N,HHS - CDC - Collaboration with Academia to Strengthen Public Health (93.967),0801,Indirect Costs,510
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282N,HHS - CDC - Collaboration with Academia to Strengthen Public Health (93.967),909A,Reserve Balance,4468000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282Q,HHS - ACF - IDHS - Social Services Block Grant (Family Connects) (93.667),0005,Salaries and Wages - on Payroll,490690
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282Q,HHS - ACF - IDHS - Social Services Block Grant (Family Connects) (93.667),0015,Schedule Salary Adjustments,6617
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282Q,HHS - ACF - IDHS - Social Services Block Grant (Family Connects) (93.667),0044,Fringe Benefits,304017
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282Q,HHS - ACF - IDHS - Social Services Block Grant (Family Connects) (93.667),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,198676
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282U,HUD - OLHCHH - Healthy Homes Production Program (14.913),0005,Salaries and Wages - on Payroll,120998
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282U,HUD - OLHCHH - Healthy Homes Production Program (14.913),0044,Fringe Benefits,69805
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,282U,HUD - OLHCHH - Healthy Homes Production Program (14.913),909A,Reserve Balance,1784197
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2883,HHS - OS - National Bioterrorism Hospital Preparedness Program (93.889),0005,Salaries and Wages - on Payroll,415912
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2883,HHS - OS - National Bioterrorism Hospital Preparedness Program (93.889),0006,Salary Provision,1126879
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2883,HHS - OS - National Bioterrorism Hospital Preparedness Program (93.889),0015,Schedule Salary Adjustments,5521
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2883,HHS - OS - National Bioterrorism Hospital Preparedness Program (93.889),0044,Fringe Benefits,246112
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2883,HHS - OS - National Bioterrorism Hospital Preparedness Program (93.889),0801,Indirect Costs,46576
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2910,HHS - HRSA - IDPH - Maternal and Child Health Services Block Grants (93.994),0005,Salaries and Wages - on Payroll,2128936
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2910,HHS - HRSA - IDPH - Maternal and Child Health Services Block Grants (93.994),0015,Schedule Salary Adjustments,18150
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2910,HHS - HRSA - IDPH - Maternal and Child Health Services Block Grants (93.994),0044,Fringe Benefits,1239472
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2910,HHS - HRSA - IDPH - Maternal and Child Health Services Block Grants (93.994),0135,For Delegate Agencies,489875
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2910,HHS - HRSA - IDPH - Maternal and Child Health Services Block Grants (93.994),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,501328
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2910,HHS - HRSA - IDPH - Maternal and Child Health Services Block Grants (93.994),0168,Educational Development through Cooperative Education Program and Apprenticeship Program,15239
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2910,HHS - HRSA - IDPH - Maternal and Child Health Services Block Grants (93.994),0229,Transportation and Expense Allowance,17000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2910,HHS - HRSA - IDPH - Maternal and Child Health Services Block Grants (93.994),0340,Material and Supplies,100000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2932,HUD - CPD - Housing Opportunities for People with AIDS (HOPWA) (14.241),0005,Salaries and Wages - on Payroll,316315
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2932,HUD - CPD - Housing Opportunities for People with AIDS (HOPWA) (14.241),0015,Schedule Salary Adjustments,4589
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2932,HUD - CPD - Housing Opportunities for People with AIDS (HOPWA) (14.241),0044,Fringe Benefits,199187
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2932,HUD - CPD - Housing Opportunities for People with AIDS (HOPWA) (14.241),0135,For Delegate Agencies,6091788
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2932,HUD - CPD - Housing Opportunities for People with AIDS (HOPWA) (14.241),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,6127721
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2932,HUD - CPD - Housing Opportunities for People with AIDS (HOPWA) (14.241),0169,Technical Meeting Costs,60400
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2932,HUD - CPD - Housing Opportunities for People with AIDS (HOPWA) (14.241),909A,Reserve Balance,18845000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2944,HUD - OLHCHH - Lead Hazard Reduction Demonstration Grant Program (14.905),0005,Salaries and Wages - on Payroll,78884
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2944,HUD - OLHCHH - Lead Hazard Reduction Demonstration Grant Program (14.905),0015,Schedule Salary Adjustments,626
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2944,HUD - OLHCHH - Lead Hazard Reduction Demonstration Grant Program (14.905),0044,Fringe Benefits,45509
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2944,HUD - OLHCHH - Lead Hazard Reduction Demonstration Grant Program (14.905),909A,Reserve Balance,4662981
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HHS - CDC - HIV / AIDS Surveillance (93.944),0135,For Delegate Agencies,225000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HHS - CDC - HIV / AIDS Surveillance (93.944),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,225000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HHS - CDC - HIV / AIDS Surveillance (93.944),0229,Transportation and Expense Allowance,3000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HHS - CDC - HIV / AIDS Surveillance (93.944),0340,Material and Supplies,2000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HHS - CDC - HIV / AIDS Surveillance (93.944),0801,Indirect Costs,15000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2978,HHS - CDC - HIV / AIDS Surveillance (93.944),909A,Reserve Balance,909000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,HHS - CDC - Viral Hepatitis Prevention and Control (93.270),0005,Salaries and Wages - on Payroll,82644
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,HHS - CDC - Viral Hepatitis Prevention and Control (93.270),0015,Schedule Salary Adjustments,2780
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,HHS - CDC - Viral Hepatitis Prevention and Control (93.270),0044,Fringe Benefits,47678
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,HHS - CDC - Viral Hepatitis Prevention and Control (93.270),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,330454
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,HHS - CDC - Viral Hepatitis Prevention and Control (93.270),0270,Local Transportation,3500
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,HHS - CDC - Viral Hepatitis Prevention and Control (93.270),0340,Material and Supplies,50000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,HHS - CDC - Viral Hepatitis Prevention and Control (93.270),0801,Indirect Costs,944
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,HHS - CDC - Viral Hepatitis Prevention and Control (93.270),0999,To Provide for Cultural Programming and Development Grants,15000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2979,HHS - CDC - Viral Hepatitis Prevention and Control (93.270),909A,Reserve Balance,427000
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2984,USDA - FNS - ISBE - Summer Food Service Program for Children (10.559),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,99400
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2984,USDA - FNS - ISBE - Summer Food Service Program for Children (10.559),0270,Local Transportation,6600
GRANTS,925F,Federal Grant Fund,41,Chicago Department of Public Health,2984,USDA - FNS - ISBE - Summer Food Service Program for Children (10.559),0350,Stationery and Office Supplies,44000
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,2700,Care Van Blue Cross,0020,Overtime,50000
GRANTS,925L,Local Public and Private Grant Fund,41,Chicago Department of Public Health,282K,PVT - NFL Social Justice,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,100000
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281V,IDHS - Social Services Block Grant (Family Connects),0005,Salaries and Wages - on Payroll,599822
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281V,IDHS - Social Services Block Grant (Family Connects),0015,Schedule Salary Adjustments,16559
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281V,IDHS - Social Services Block Grant (Family Connects),0044,Fringe Benefits,346041
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,281V,IDHS - Social Services Block Grant (Family Connects),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,37578
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,282P,IDPH - Comprehensive Health Protection Grant,0005,Salaries and Wages - on Payroll,3578232
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,282P,IDPH - Comprehensive Health Protection Grant,0015,Schedule Salary Adjustments,22067
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,282P,IDPH - Comprehensive Health Protection Grant,0044,Fringe Benefits,2157701
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,IDPH - Tobacco Free Communities,0005,Salaries and Wages - on Payroll,221765
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,IDPH - Tobacco Free Communities,0015,Schedule Salary Adjustments,4125
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,IDPH - Tobacco Free Communities,0044,Fringe Benefits,127938
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,IDPH - Tobacco Free Communities,0140,For Professional and Technical Services and Other Third Party Benefit Agreements,199191
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,IDPH - Tobacco Free Communities,0270,Local Transportation,10000
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,IDPH - Tobacco Free Communities,0340,Material and Supplies,10000
GRANTS,925S,State Grant Fund,41,Chicago Department of Public Health,2868,IDPH - Tobacco Free Communities,0801,Indirect Costs,275981
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,TREAS - SLFRF - American Rescue Plan Fiscal Recovery (ARPA) (21.027),0005,Salaries and Wages - on Payroll,346391
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,TREAS - SLFRF - American Rescue Plan Fiscal Recovery (ARPA) (21.027),0006,Salary Provision,4442965
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,TREAS - SLFRF - American Rescue Plan Fiscal Recovery (ARPA) (21.027),0044,Fringe Benefits,197521
GRANTS,GA00,Coronavirus Local Fiscal Recovery Fund,41,Chicago Department of Public Health,290H,TREAS - SLFRF - American Rescue Plan Fiscal Recovery (ARPA) (21.027),0135,For Delegate Agencies,11322123
GRANTS,925E,Entitlement Fund,45,Chicago Commission on Human Relations,2510,HUD - CPD - CDBG - Public Service - Fair Housing (14.218),0005,Salaries and Wages - on Payroll,670198
GRANTS,925E,Entitlement Fund,45,Chicago Commission on Human Relations,2510,HUD - CPD - CDBG - Public Service - Fair Housing (14.218),0015,Schedule Salary Adjustments,3427
GRANTS,925E,Entitlement Fund,45,Chicago Commission on Human Relations,2510,HUD - CPD - CDBG - Public Service - Fair Housing (14.218),0044,Fringe Benefits,387292
GRANTS,925E,Entitlement Fund,45,Chicago Commission on Human Relations,2510,HUD - CPD - CDBG - Public Service - Fair Housing (14.218),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,12389
GRANTS,925E,Entitlement Fund,45,Chicago Commission on Human Relations,2510,HUD - CPD - CDBG - Public Service - Fair Housing (14.218),0143,Court Reporting,4000
GRANTS,925E,Entitlement Fund,45,Chicago Commission on Human Relations,2510,HUD - CPD - CDBG - Public Service - Fair Housing (14.218),0152,Advertising,15294
GRANTS,925E,Entitlement Fund,45,Chicago Commission on Human Relations,2510,HUD - CPD - CDBG - Public Service - Fair Housing (14.218),0153,Promotions,5200
GRANTS,925E,Entitlement Fund,45,Chicago Commission on Human Relations,2510,HUD - CPD - CDBG - Public Service - Fair Housing (14.218),0159,Lease Purchase Agreements for Equipment and Machinery,3200
GRANTS,925E,Entitlement Fund,45,Chicago Commission on Human Relations,2510,HUD - CPD - CDBG - Public Service - Fair Housing (14.218),0169,Technical Meeting Costs,7000
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2503,HUD - CPD - CDBG - Planning and Administration (14.218),0005,Salaries and Wages - on Payroll,206226
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2503,HUD - CPD - CDBG - Planning and Administration (14.218),0015,Schedule Salary Adjustments,1800
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2503,HUD - CPD - CDBG - Planning and Administration (14.218),0044,Fringe Benefits,118973
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2503,HUD - CPD - CDBG - Planning and Administration (14.218),0138,For Professional Services for Information Technology Maintenance,76001
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2525,HUD - CPD - CDBG - Rehabilitation - HomeMod (14.218),0005,Salaries and Wages - on Payroll,411916
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2525,HUD - CPD - CDBG - Rehabilitation - HomeMod (14.218),0015,Schedule Salary Adjustments,2282
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2525,HUD - CPD - CDBG - Rehabilitation - HomeMod (14.218),0044,Fringe Benefits,237638
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2525,HUD - CPD - CDBG - Rehabilitation - HomeMod (14.218),0135,For Delegate Agencies,3354800
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2525,HUD - CPD - CDBG - Rehabilitation - HomeMod (14.218),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,25262
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2525,HUD - CPD - CDBG - Rehabilitation - HomeMod (14.218),0348,Books and Related Material,600
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2525,HUD - CPD - CDBG - Rehabilitation - HomeMod (14.218),0446,For the Purchase of IT and Data Communication Hardware,4502
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2530,HUD - CPD - CDBG - Public Service - Disability Services (14.218),0005,Salaries and Wages - on Payroll,397770
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2530,HUD - CPD - CDBG - Public Service - Disability Services (14.218),0015,Schedule Salary Adjustments,2136
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2530,HUD - CPD - CDBG - Public Service - Disability Services (14.218),0039,For the Employment of Students as Trainees,8728
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2530,HUD - CPD - CDBG - Public Service - Disability Services (14.218),0044,Fringe Benefits,232366
GRANTS,925E,Entitlement Fund,48,Mayor's Office for People with Disabilities,2530,HUD - CPD - CDBG - Public Service - Disability Services (14.218),0135,For Delegate Agencies,760000
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,HHS - SAMHSA - IDHS - CTY - Substance Abuse Prevention Program (93.959),0005,Salaries and Wages - on Payroll,132506
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,HHS - SAMHSA - IDHS - CTY - Substance Abuse Prevention Program (93.959),0015,Schedule Salary Adjustments,152
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,HHS - SAMHSA - IDHS - CTY - Substance Abuse Prevention Program (93.959),0044,Fringe Benefits,81194
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2805,HHS - SAMHSA - IDHS - CTY - Substance Abuse Prevention Program (93.959),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,5148
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2818,HUD - PIH - CHA - Moving to Work Demonstration Program (14.881),0135,For Delegate Agencies,100000
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2834,DOJ - OJP - Congressionally Recommended Awards (16.753),0005,Salaries and Wages - on Payroll,73076
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2834,DOJ - OJP - Congressionally Recommended Awards (16.753),0044,Fringe Benefits,42158
GRANTS,925F,Federal Grant Fund,48,Mayor's Office for People with Disabilities,2834,DOJ - OJP - Congressionally Recommended Awards (16.753),909A,Reserve Balance,100766
GRANTS,925L,Local Public and Private Grant Fund,48,Mayor's Office for People with Disabilities,2805,HHS - SAMHSA - IDHS - CTY - Substance Abuse Prevention Program (93.959),0006,Salary Provision,40000
GRANTS,0075,Grants Management Fund,50,Department of Family and Support Services,280W,Grants Management,0005,Salaries and Wages - on Payroll,3804529
GRANTS,0075,Grants Management Fund,50,Department of Family and Support Services,280W,Grants Management,0015,Schedule Salary Adjustments,38886
GRANTS,0075,Grants Management Fund,50,Department of Family and Support Services,280W,Grants Management,0044,Fringe Benefits,2212585
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,280E,HUD - CPD - Home Investment Partnerships Program (14.239),0005,Salaries and Wages - on Payroll,290084
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,280E,HUD - CPD - Home Investment Partnerships Program (14.239),0015,Schedule Salary Adjustments,5237
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,280E,HUD - CPD - Home Investment Partnerships Program (14.239),0044,Fringe Benefits,173520
GRANTS,925C,COVID-19 Grant Fund,50,Department of Family and Support Services,280E,HUD - CPD - Home Investment Partnerships Program (14.239),909A,Reserve Balance,39285159
GRANTS,925D,Disaster Recovery Fund,50,Department of Family and Support Services,280V,HUD - CPD - CDBG-DR - Planning and Administration (14.218),0005,Salaries and Wages - on Payroll,322536
GRANTS,925D,Disaster Recovery Fund,50,Department of Family and Support Services,280V,HUD - CPD - CDBG-DR - Planning and Administration (14.218),0006,Salary Provision,4279
GRANTS,925D,Disaster Recovery Fund,50,Department of Family and Support Services,280V,HUD - CPD - CDBG-DR - Planning and Administration (14.218),0015,Schedule Salary Adjustments,2694
GRANTS,925D,Disaster Recovery Fund,50,Department of Family and Support Services,280V,HUD - CPD - CDBG-DR - Planning and Administration (14.218),0044,Fringe Benefits,180491
GRANTS,925D,Disaster Recovery Fund,50,Department of Family and Support Services,2991,HUD - CPD - CDBG-DR - Disaster Relief Payments (14.218),0991,To Provide for Matching and Supplementary Grant Funds Currently in Effect as Well as New Grants,15000000
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2501,HUD - CPD - CDBG - Planning and Administration (14.218),0125,Office and Building Services,5000
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2501,HUD - CPD - CDBG - Planning and Administration (14.218),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,21476
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2501,HUD - CPD - CDBG - Planning and Administration (14.218),0152,Advertising,500
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2501,HUD - CPD - CDBG - Planning and Administration (14.218),0157,Rental of Equipment and Services,200
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2501,HUD - CPD - CDBG - Planning and Administration (14.218),0159,Lease Purchase Agreements for Equipment and Machinery,22625
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2501,HUD - CPD - CDBG - Planning and Administration (14.218),0166,"Dues, Subscriptions and Memberships",1400
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2501,HUD - CPD - CDBG - Planning and Administration (14.218),0169,Technical Meeting Costs,5026
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2501,HUD - CPD - CDBG - Planning and Administration (14.218),0270,Local Transportation,450
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2501,HUD - CPD - CDBG - Planning and Administration (14.218),0340,Material and Supplies,3775
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2501,HUD - CPD - CDBG - Planning and Administration (14.218),0350,Stationery and Office Supplies,2400
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2501,HUD - CPD - CDBG - Planning and Administration (14.218),9438,For Services Provided by the Department of Fleet and Facilities Management,13148
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2511,HUD - CPD - CDBG - Public Service - Food Banks (14.218),0005,Salaries and Wages - on Payroll,78884
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2511,HUD - CPD - CDBG - Public Service - Food Banks (14.218),0015,Schedule Salary Adjustments,313
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2511,HUD - CPD - CDBG - Public Service - Food Banks (14.218),0044,Fringe Benefits,45509
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2511,HUD - CPD - CDBG - Public Service - Food Banks (14.218),0135,For Delegate Agencies,1045294
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2515,HUD - CPD - CDBG - Public Service - Homeless Programs (14.218),0005,Salaries and Wages - on Payroll,1042867
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2515,HUD - CPD - CDBG - Public Service - Homeless Programs (14.218),0012,Contract Wage Increment - Prevailing Rate,1520
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2515,HUD - CPD - CDBG - Public Service - Homeless Programs (14.218),0015,Schedule Salary Adjustments,7772
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2515,HUD - CPD - CDBG - Public Service - Homeless Programs (14.218),0044,Fringe Benefits,670611
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2515,HUD - CPD - CDBG - Public Service - Homeless Programs (14.218),0135,For Delegate Agencies,9356230
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2520,HUD - CPD - CDBG - Public Service - Employment Training (14.218),0005,Salaries and Wages - on Payroll,626101
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2520,HUD - CPD - CDBG - Public Service - Employment Training (14.218),0015,Schedule Salary Adjustments,11142
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2520,HUD - CPD - CDBG - Public Service - Employment Training (14.218),0044,Fringe Benefits,366952
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2520,HUD - CPD - CDBG - Public Service - Employment Training (14.218),0135,For Delegate Agencies,5475805
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2525,HUD - CPD - CDBG - Public Service - Senior Services (14.218),0135,For Delegate Agencies,2692192
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2525,HUD - CPD - CDBG - Public Service - Senior Services (14.218),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,239808
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2530,HUD - CPD - CDBG - Public Service - Domestic Violence Services (14.218),0005,Salaries and Wages - on Payroll,584475
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2530,HUD - CPD - CDBG - Public Service - Domestic Violence Services (14.218),0015,Schedule Salary Adjustments,7516
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2530,HUD - CPD - CDBG - Public Service - Domestic Violence Services (14.218),0044,Fringe Benefits,345610
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2530,HUD - CPD - CDBG - Public Service - Domestic Violence Services (14.218),0135,For Delegate Agencies,1900044
GRANTS,925E,Entitlement Fund,50,Department of Family and Support Services,2530,HUD - CPD - CDBG - Public Service - Domestic Violence Services (14.218),0166,"Dues, Subscriptions and Memberships",69355
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,HHS - ACF - DCEO - Community Services Block Grant (93.569),0005,Salaries and Wages - on Payroll,4634867
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,HHS - ACF - DCEO - Community Services Block Grant (93.569),0015,Schedule Salary Adjustments,30511
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,HHS - ACF - DCEO - Community Services Block Grant (93.569),0044,Fringe Benefits,2717321
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,HHS - ACF - DCEO - Community Services Block Grant (93.569),0125,Office and Building Services,33926
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,HHS - ACF - DCEO - Community Services Block Grant (93.569),0135,For Delegate Agencies,3026384
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,HHS - ACF - DCEO - Community Services Block Grant (93.569),0140,For Professional and Technical Services and Other Third Party Benefit Agreements,40774
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,HHS - ACF - DCEO - Community Services Block Grant (93.569),0155,Rental of Property,53570
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,HHS - ACF - DCEO - Community Services Block Grant (93.569),0159,Lease Purchase Agreements for Equipment and Machinery,20892
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,HHS - ACF - DCEO - Community Services Block Grant (93.569),0340,Material and Supplies,10500
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,HHS - ACF - DCEO - Community Services Block Grant (93.569),0350,Stationery and Office Supplies,3285
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,2805,HHS - ACF - DCEO - Community Services Block Grant (93.569),0801,Indirect Costs,427970
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,280Q,HHS - ACF - IDHS - CTY - Social Services Block Grant (93.667),0135,For Delegate Agencies,1300000
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,280U,HUD - PIH - CHA - Moving to Work Demonstration Program (14.881),0005,Salaries and Wages - on Payroll,334650
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,280U,HUD - PIH - CHA - Moving to Work Demonstration Program (14.881),0015,Schedule Salary Adjustments,3839
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,280U,HUD - PIH - CHA - Moving to Work Demonstration Program (14.881),0044,Fringe Benefits,193062
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,280U,HUD - PIH - CHA - Moving to Work Demonstration Program (14.881),0135,For Delegate Agencies,1843249
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,280U,HUD - PIH - CHA - Moving to Work Demonstration Program (14.881),0801,Indirect Costs,189200
GRANTS,925F,Federal Grant Fund,50,Department of Family and Support Services,280U,HUD - PIH - CHA - Moving to Work Demonstration Program (14.881),909A,Reserve Balance,1897000
